Número de Noticia,Ley de Aplicabilidad,Despacho,Fecha y hora de asignación,Delito,Hechos,DELITO O NO ,Fecha Hechos,Lugar Hechos,Tipo de Interviniente,Nombre,No. Documento,Dirección,Correo,Caracterización,Modalidad,Modo,Indiciados,Detenido ?,Tipo Diligencia,Etapa,Grado Delito,Priorizado,Estado Caso,Tipo Noticia,Usuario,Fuero
'052126000201202511421','Ley 906,111,2025-08-11 09:35:55,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? HURTO POR MEDIOS INFORMATICOS ¿Cómo le pasó? VENGO A DENUNCIAR QUE EL DIA MIÉRCOLES 23 DE JULIO DE 2025, RECIBÍ UNA LLAMADA A MI CELULAR, MÁS O MENOS 10 Y MEDIA DE LA MAÑANA DE UNA PERSONA QUE NO SE IDENTIFICÓ Y ME PREGUNTO QUE SI YO AUTORIZABA A LA SEÑORA LIDA PARA QUE ME HICIERA TRANSFERENCIA DESDE MI CUENTA PORQUE QUERÍA HACERLA POR UN VALOR DE 595,000 PESOS YO LE RESPONDÍ QUE NADIE ESTABA AUTORIZADO PARA HACER TRANSFERENCIAS Y ELLA ME DIJO CON ACENTO VENEZOLANO, VAMOS HACER ALGO PARA IMPEDIR QUE ESTA PERSONA HAGA LA TRANSFERENCIA DESDE CUENTA, COMUNIQUÉMONOS CON TABOS BANCOLOMBIA Y CUANDO ELLA DIJO ESO ME APARECIÓ UN CÍRCULO PEQUEÑO EN EL CENTRO DE LA PANTALLA DE MI CELULAR Y AL LADO DERECHO APARECÍA MI ROSTRO MI IMAGEN COMO EN VIDEO LLAMADA, YO LE PREGUNTE QUE YO PORQUE NO PODÍA VER EL ROSTRO DE ELLA, PERO NO ME DIO RESPUESTA SI NO QUE RÁPIDAMENTE ME ACTIVO EL MIEDO DICIÉNDOME QUE DEBÍAMOS ACTUAR RÁPIDO PARA QUE NO SE CERRARA LA APLICACIÓN, PROCEDIÓ A PEDIRME DATOS DIJO QUE ERA DE BANCOLOMBIA, ESTA PERSONA TENÍA MUCHO DOMINIO DEL TEMA Y ÁGIL CON EL PROCESO, ESTO ME INFUNDIO CONFIANZA Y SEGURIDAD PARA CREER QUE ESTABA HABLANDO CON UNA EMPLEADA DE LA ENTIDAD DE BANCOLOMBIA, ME PIDIÓ LUEGO QUE ABRIERA LA APLICACIÓN DE BANCOLOMBIA, ELLA LA PODÍA VER AL IGUAL QUE YO , DESPUÉS ME DIJO QUE LE DIJERA Y QUE LE ESCRIBIERA LA CLAVE DINÁMICA EN UN FORMATO QUE ESTABA SIN LETRAS, COMO YO NO TENGO AGILIDAD PARA ESO NO ERA CAPAZ DE RETENER LA CLAVE DINÁMICA OPTE PARA ESCRIBIRLA EN UN CUADERNO Y TRANSCRIBIRLA DONDE ELLA ME DIJERA , SE NOS CAYÓ MUCHAS VECES YO YA ESTABA PERDIENDO LA PACIENCIA POR QUE TENIA UNA CITA A LAS 12 DEL DIA. SEGUIMOS ADELANTE VOLVIMOS AVANZAR Y DESPUÉS DE LAS 12 DEL DIA VOLVIMOS AVANZAR , ME DIJO QUE NO PIDIERA AYUDA DE TERCEROS POR QUE LA DESCONCENTRO Y SE NOS PIERDE LO QUE YA LLEVAMOS , YO LE DIJE QUE HABÍAN LLEGADO A ENTREGARME UNA NEVERA PERO COMO ESTA DIJO NO PEDIR AYUDA LOS ATENDÍ Y SE FUERON NOS LES DIJE NADA A ELLOS, POSTERIOR ESTA ME DICE QUE VAMOS A SACAR EL DINERO PARA TRASLADARLO A OTRA CUENTA QUE ME IBA ABRIR , DESBLOQUEAMOS LOS TOPES DE RETIRO DIARIO Y ELLA ME DECÍA QUE ESCRIBIERA 30 MILLONES Y COMO YO ESTABA TAN NERVIOSA LO HICE, CUANDO ELLA HIZO LA OPERACIÓN VI QUE DECÍA DESTINATARIO DORALBA CARDONA , YO LE DIJE QUE BUENO YA LOS SACAMOS Y ELLA ME RESPONDIÓ LISTO SAQUEMOS LO OTRO PERO YO SEGUÍA MUY NERVIOSA Y TENÍA OTRO COMPROMISO A LAS DOS DE LA TARDE Y YO LE DIJE QUE AGILIZÁRAMOS Y ELLA RESPONDÍA QUE HABÍA QUE ESPERAR PARA VALIDAR CON EL SISTEMA , YO LE DIJE QUE NO PODÍA FALTAR A ESTA CITA Y ELLA DIJO QUE EL OTRO DINERO SEGUÍA EN RIESGO PERO QUE YA AL MENOS HABÍAMOS LIBRADO 30 MILLONES , CUANDO ELLA ME DIJO ESO YO SENTÍ UN VACÍO EN EL ALMA COMO SI HUBIESE HECHO ALGO MALO Y EN MEDIO DE LA ANGUSTIA HABLE CON ALGUIEN Y ME DIJO SEÑORA A USTED LA TUMBARON VÁYASE PARA BANCOLOMBIA , ME FU PARA LA ENTIDAD DE BANCOLOMBIA DEL PUNTO DE LA ORIENTAL POR MEDIO DE LA LÍNEA TELEFÓNICA ME DIJERON QUE HICIERA LA DENUNCIA YO NUNCA VI A NADIE , EN LA LÍNEA TELEFÓNICA ME CONTESTO UNA NIÑA QUIEN ME DIJO QUE ESO ERA UNA ESTAFA FUI Y VERIFIQUE MI CUENTA Y TENÍA 11 MILLONES DE PESOS CUANDO TENÍA 41 MILLONES ¿Desea agregar algo más a su denuncia? ESPERO ME COLABOREN PARA RECUPERAR MI DINERO QUE ESTA ES MI PENSION CON LO QUE ME DEBO SUSTENTAR EN MIS ULTIMOS AÑOS",,2025-07-23 10:11:00,"Antioquia, MEDELLÍN - Carrera 84 32C 99, Las Mercedes, Medellín, Antioquia, COL,LAS MERCEDES",VICTIMA,DORALBA CARDONA ALVAREZ,'22099747',,DORALBACARDONA@HOTMAIL.COM,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES VÍA TELEFÓNICA,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,ASANDOVALS1,
'050016000248202542361','Ley 906,111,2025-08-11 09:48:00,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? Me llamaron de Bancolombia cuando verifique el numero con truecaller efectivamente la identificaba como el numero nacional del banco.me informaron que el banco me eliminaría los cobros de las tarjetas tanto de crédito como debitome solicitaron que ingresara a la sucursal telefónica y me logeara me trasfirieron y el protocolo era igual al del banco por lo que procedí a logearmeuna vez realizada esta labor volvió y me traslado a la persona que me estaba realizando el tramite y esta verifico mis datos me dijeron que ingresara nuevamente a la sucursal telefónica y me trasfirieron para proceder a realizar la eliminación de los cobros de las diferentes tarjetas a lo cual procedíme llego un correo de Bancolombia informándome mi usuario posterior a esto realice la verificación presuntamente de que se me procediera a eliminar los cobros de las tarjetas y el 4 por mil de mi tarjeta debitola transacción con las personas terminoMe dijeron que para poder generar los beneficios debía cambiar la contraseña que ellos me llamarían el día 21 de mayoefectivamente a las 3 d la tarde del día 21 de mayo me llamaron y supuestamente verificaron que la información esta bienel día 22 de mayo en la tarde me llamo una persona que se identifico como del área de seguridad de Bancolombia y ese día durante la conversación me llego al whatsapp de Bancolombia informándome de un pago por 12.800.000 de pesos la persona con la que estaba hablando presuntamente de seguridad de Bancolombia me dijo que contestara que si porque era una verificación yo procedí a contestar y la conversación terminopresuntamente la persona con la que estaba hablando de seguridad me dijo que su nombre era no lo recuerdo pero su teléfono figuraba como 3012004465la transacción de los 12800000 de pesos figura a nombre de pexto colombia sasUna vez terminada la llamada llame a Bancolombia esto es el día 23 de mayo y procedi a denunciar lo que me paso los de Bancolombia me crearon el caso y después de investigarlo me contestaron lo siguiente investigamos detenidamente los movimientos reportados en el reclamo 8016893875 acerca de tu situación con tu fraude virtual. Aunque nos gustaría darte otra respuesta, no podemos aceptar tu reclamo. Te explicamos el motivo: Los movimientos están hechos con tu usuario, claves (principal y dinámica), números de tarjetas de crédito, fechas de vencimiento, códigos de seguridad o de activación enviados por mensaje de texto, logrando así materializar el fraude.Este fraude se conoce como Ingeniería Social. Los delincuentes consiguen tu información personal y financiera para hacer estos movimientos. Engañan a través del teléfono, de forma presencial o por internet. Revisamos nuestro sistema en esa fecha. No encontramos errores operativos o humanos que comprometan tu seguridad a nivel de información o finanzas. Sigue estas buenas prácticas en cada movimiento y cuida tus datos:esto en general son los echos",,2025-05-20 09:00:00,"Antioquia, MEDELLÍN - CARRERA 38 26 385, SAN DIEGO, MEDELLÍN, ANTIOQUIA",DENUNCIANTE,GUSTAVO ALONSO DEOSSA LASTRA,'71692315',,dragoneskryon@gmail.com,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES VÍA TELEFÓNICA,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,ASANDOVALS1,
'050016000248202541175','Ley 906,111,2025-08-12 02:44:40,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? Todo comenzó por una estafa anterior donde me solicitaron 3.000.000 antes de las 9 pm del 06 de junio para así poder recuperar un dinero que ya había metido en esta estafa, al verme envuelta en tanta desesperación para conseguir este dinero entre a Facebook y busque prestamos y encontré este número +57 314 3434712 de allí me respondieron con un audio explicando como era el préstamo y me enviaron comprobantes para que así me pareciera más creíble a lo cual yo caí y acepte me dijo que enviara foto de la cédula recibo de servicios para confirmar dirección y una foto de mi cara y las envié luego me envió una vuelta ya que por cada millón debía pagar 20.000 para el papeleo en la desesperación va esta como indispuesta salida y deposite 60.000 en esta cuenta 05400002236 y luego de esto me bloquearon . Mi mayor miedo es que usen mis datos para solicitar más préstamos o realizar estafas",,2025-06-07 01:40:00,"Antioquia, MEDELLÍN - Carrera 34, Alejandría, Medellín, Antioquia, COL,ALEJANDRÍA",VICTIMA,DALIANA ANDREA RUIZ PEREZ,'1035833166',,ruaruiz0904@gmail.com,OFRECIMIENTO DE SERVICIOS,PRÉSTAMO DE DINERO,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES WHATSAPP,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016000248202540990','Ley 906,111,2025-08-12 02:45:17,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? Busqué un proveedor en facebook que me pudiera ayudar con un regalo sorpresa y me apareció la persona que me atendió y me dijo que si prestaban el servicio pero que tocaba separar el artículo con la mitad del dinero, me compartió el nequi y se lo envié, al llegar la fecha de entrega no llevaron nada y no volvieron a responder",,2025-05-05 02:57:00,"Antioquia, MEDELLÍN - Medellín, Antioquia, COL,LOS ALCÁZARES",VICTIMA,GEOVANNY MUÑOZ,'1143439248',,gemuca24@gmail.com,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES FACEBOOK,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016000248202540993','Ley 906,111,2025-08-12 02:45:29,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? IBA A COMPRAR UNA BOLETA PARA EL CONCIERTO DE SILVIO RODRIGUEZ, ME PIDIERON LA MITAD DE LA TOTALIDAD 90.000 Y APENAS LO MANDÉ Y CONFIRMARON PROCEDIERON A BLOQUEARME. ESTE ES EL NUMERO QUE RECIBIÓ LA TRANSFERENCIA 3214904264. NEQUI ME PIDE UN DOCUMENTO DE LA FISCALIA QUE COMPRUEBLO LOS HECHOS PARA HACERME LA DEVOLUCIÓN DEL DINERO.",,2025-06-07 01:40:00,"Antioquia, MEDELLÍN - Medellín, Antioquia, COL,CORAZÓN DE JESÚS",DENUNCIANTE,LUNA ORLAS ROMERO,'1017927220',,luna.orlasromero@hotmail.com,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES FACEBOOK,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016099166202525765','Ley 906,111,2025-08-12 02:53:55,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA: PASA AL MODULO DE AUTOGESTIÓN PARA QUE EL USUARIO CONTINÚE DE MANERA PERSONAL CON EL RELATO DE LOS HECHOS. ¿Cómo le pasó? ME DIRIGÍ A FACEBOOK A BUSCAR QUIEN VENDIERA ROSAS PARA UNA ENTREGA EN ESPECIAL, ME CONTACTO CON UNA PERSONA DE NOMBRE MIGUEL ANGEL AVILA LA CUAL TIENE UNA SUPUESTA FLORISTERIA DIGITAL LLAMADA ""FLORISTERIA ANGELS"" EL CUAL CUENTA CON UN NUMERO DE WHATSAPP 320-5964221, LE HAGO EL PEDIDO DE DICHAS ROSAS PARA UN DOMICILIO EN CUAL ME TOMA EL PEDIDO Y SUPUESTAMENTE ME HACE EL ENVIO, DEBIDO A QUE MI TELEFONO SE ME IBA A APAGAR Y TENIEDNO EN CUENTA QUE LOS DATOS QUE ME PROPORCIONO COMO UNA CUENTA DE AHORROS DE BANCO DE BANCOLOMBIA NUMERO 49730108558 A NOMBRE DE MIGUEL ANGEL AVILA CONTRERAS PROCEDO A HACERLE LA TRANFERENCIA CON EL COMPROBANTE 0000023200 EL 16 DE JULIO DEL 2025 A LAS 6:21PM A LA CUAL ME PERCATO EN UN LAPSO DE MEDIA HORA DESPUES DE QUE EL PEDIDO NO LLEGO, PROCEDO A ESCRIBIRLE NUEVAMENTE Y NOTO QUE LOS MENSAJES DE WHATSAPP NO LE ENTRAN (LA PERSONA PROCEDIO A BLOQUEARME) MI ESPOSA ME AYUDA ESCRIBIENDOLE DESDE OTRO TELEFONO HACIENDOSE PASAR POR CLIENTE Y EN ESE ENTONCES EL SEÑOR LE RESPONDE QUERIENDOLE TOMAR UN SUPUESTO PEDIDO, A RAIZ DE LOS SUCEDIDO PROCEDO LLAMAR A LA SUCURSAL DE BANCOLOMBIA PARA INFORMAR EL CASO DE ESTAFA PROVENIENTE DE LA CUENTA ASOCIADA AL SEÑOR MIGUEL ANGEL AVILA CONTRERAS AL CUAL PROCEDEN A BLOQUEAR EL PRODUCTO HASTA UN LAPSO DE 5 DIAS HASTA QUE COLOQUE LA DENUNCIA POR ESTA INSTITUCION ¿Desea agregar algo más a su denuncia? ESTAFAS VIA REDES SOCIALES",,2025-07-16 06:21:00,"Antioquia, MEDELLÍN - Calle 58, La Loma, Medellín, Antioquia, COL,LA PALMA",DENUNCIANTE,LEONEL ANTONIO MARTINEZ,'4868182',,LEOMMASTER9@GMAIL.COM,BIENES MUEBLES,COMPRA,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES FACEBOOK,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016000248202541523','Ley 906,111,2025-08-12 02:54:10,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El dia 12/06/2025 a eso de las 4:00Pm realice una transferencia a la cuenta de nequi #3014340029 a nombre de brayan alexis por valor de $80.000 pesos el cual, se pagaron con el fin de prestar el servicio de mensajeria para la compra de un articulo (PSP) que era remitido desde san antonio de prado a medellin, especificamente barrio poblado clinica el rosario tesoro, despues de enviar el dinero, el señor brayan no volvio a responder los mensajes de wp teniendo como acción el bloqueo del numero desde donde se estaba realizando la comunicaicón.",,2025-06-12 09:00:00,"Antioquia, MEDELLÍN - Medellín, Antioquia, COL,LOS ALCÁZARES",VICTIMA,YADIRA DUQUE,'1039475840',,yadira.duque2@hotmail.com,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES INSTAGRAM,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016000248202541538','Ley 906,111,2025-08-12 02:54:22,ESTAFA. ART. 246 C.P. MENOR CUANTIA AGRAVADA CUANDO LA ESTAFA SE REALICE POR INDUCCION A ERROR ART. 247 C.P. N.2,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El día 05 de Junio de 2025 aproximadamente siendo las 12:30 de la tarde recibo una llamada telefónica a mi teléfono fijo, en donde alguien que se hizo pasar por un Teniente de la Policía Nacional quien se identifica con el nombre de JHONATAN HERNANDEZ me informa que mi hija se accidentó y atropelló a una señora que iba con una menor de edad, me pasa al teléfono a una persona que se encuentra llorando, aparentemente con la misma voz de ""Damaris"" quien me dice ""Papá, acabe de atropellar a una señora y me dicen que la señora tenia un trauma craneoencefálico y la iban a intervenir de urgencias"". nuevamente pasa el supuesto Policía al teléfono y me dice que este atento al celular, que contestara y no fuese a colgar. Seguidamente me marcan a mi celular de un número 323 8381136 y me dicen que para la cirugía debía consignar la suma de $ 3.750.000 pesos que costaba el copago de esta, que esta consignación la debo de hacer desde un Efecty o un Éxito. Esta consignación las realicé en dos transacciones en el almacén Éxito del Municipio de Itagüí. La primera fue por un valor de $ 1.850.000 pesos a la 13:57 horas a la cuenta 3142500957 ya que me habían dicho que tenía que consignar el 50 %., Cuando la realicé, me pasan a un supuesto capitán de la Policía y me dice que ya no es el 50% como había dicho el teniente, sino que ya era el 100 % porque la situación se había agravado y por ende a eso de las 15:06 horas realizo la segunda consignación por un valor de $ 1.900.000 pesos. Al realizar esta, me dicen que la paciente acababa de fallecer entonces que eso se iba a manejar muy reservadamente para no reportar el informe y dejar salir la hija y el carro, por lo cual para manejar el tema de los gastos fúnebres debía consignar la suma de otros $ 8.000.000 de pesos. Al yo no tenerlos, me dijeron que consignara lo que tenia en la cuenta, que después llegábamos a un acuerdo para el resto, situación que se me hizo rara, por lo cual colgué la llamada y procedí a llama a mi yerno WILDER, a quien le pregunté que como estaban y donde estaba DAMARIS, a lo cual me respondió que estaban bien y ambos en el trabajo. Le conté lo sucedido y llegamos a la conclusión que alguien me había estafado. Luego de saber esto no volví a contestar a los presuntos delincuentes quienes insistían con sus marcaciones desde un número fijo 601 3383838 y de un número de celular 323 8386707. y por ello estoy instaurando la denuncia, esperando que se realice una búsqueda selectiva en base de datos para que se establezca a nombre de quien esta el número de cuenta a la cual se le hizo la transferencia y sean capturados posteriormente y si es posible la recuperación del dinero.",,2025-06-05 05:30:00,"Antioquia, MEDELLÍN - Calle 37 Sur, Cabecera San Antonio de Prado, Medellín, Antioquia, COL,POTRERITO",DENUNCIANTE,GILDARDO ANTONIO OSPINA FLOREZ,'17625971',,gildardoospina11@gmail.com,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES VÍA TELEFÓNICA,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016099166202525825','Ley 906,111,2025-08-12 02:55:30,ESTAFA. ART. 246 C.P. MENOR CUANTIA,¿Qué viene a denunciar? SE ENVÍA LINK AL CORREO DEL USUARIO(A) PARA QUE MEDIANTE AUTOGESTIÓN REALICE SU DENUNCIA POR EL DELITO DE ESTAFA ¿Cómo le pasó? EL SEÑOR JULIAN LO CONOCI EN LA TIENDA¿ PINTUCO IDEO¿ TEL 604 3726992 `Y SE APROVECHO DE ESO PRA VENDERME UNAS PINTURAS EL DIA 12 DE JIO ME HABLO POR WASP DANDOME EL DESCUENTO DE EMPLEADO POR EL PRESIO DE 420 MIL PESOS Y. CUANDO LLEGO LA HORA DE ENTREGAR NUNCA DIO LA CARA YA NO RESPONDIA LOS MENSAJES ME MANDA UN MENSAJE MUYMAL INTERPRETADO HACIENDO SE LA VICTIVA COMO SI LE HUBIERAN ROBADO EL CEL Y ME BLOQUEO LO CUAL YO LLAMO A LA TIENDA A PREGUNTAR POR EL Y ME DICEN QUE HACE UN MES NO TRABAJA CON ELLOS ENTONCES SE HIZO PASAR COMO VENDEDOR CUANDO YA NO TRABAJA YA ALLI ¿Desea agregar algo más a su denuncia? EL AENO JULIAN SE APROVECHO DE LA. CONFIANZA QUE LE TENIA Y ASI MISMO DEJANDO MAL A LA TIENDA YA QUE SE PRESENTABA COMO UN BUEN VENDEDOR,,2025-07-12 04:40:00,"Antioquia, MEDELLÍN - Los Alpes, Belén, Medellín, Antioquia, COL,LOS ALPES",VICTIMA,ANA CATALINA CARDONA POSADA,'1017127401',,,BIENES MUEBLES,COMPRA,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES WHATSAPP,1,,INDAGACION SIN PRESO P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016100335202504098','Ley 906,111,2025-08-12 02:56:22,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"Buenas noches, resulta que me contacto por medio de una pgina web llamada , mileroticos com con un sujeto llamado juan David Rodrguez arias para hacerle compra de unos productos y juguetes , personales z, le consigno a su cuenta de nequi numero 3147080658 el cual resulta que despues de consignarle este dinero el sujeto procede a bloquearme completamente y luego de llegar A la direcion el sujeto no sale y me bloquea en los contactos de WhatsApp dejndome sin Productos y sin la posibilidad de rescatar el dinero en ocasiones anteriores ya haba denunciado estafas muy similares pero respuesta de ustedes nunca recibi ni mucho menos comunicaciones me parece senores de la fiscalia que si uno acude a ustedes es porque precisamente necesita ayuda sobre el caso porfavor adjunto les anexo documentos y pantallazos donde se evidencia los robos Generados por este sujeto el cual ya est denunciado por estafa . Relación de bienes hurtados:DOCUMENTOS: TARJETA DEBITO-DOCUMENTOSTIPO_BIEN: DOCUMENTOSCLASE_BIEN: TARJETA DEBITO-DOCUMENTOSMARCA: CANTIDAD: 1VALOR: 40000CARAC_BIEN: Dinero en efectivo BIEN_ASEGURADO: NO. Relación de bienes bicicletas:. Relación de celulares hurtados:. Relación de vehiculos hurtados: --¿Por cuál medio se tuvo contacto con el presunto estafador?: CELULAR - ¿Conocía con anterioridad a la persona que la estafó?: NO - ¿Cuándo entró en contacto con el presunto estafador?: - Fue el día de hoy en la página de mileroticos comIndique y describa de manera detallada si el engaño del que fue víctima quedó consignado, registrado o referido en algún medio (por ejemplo, un documento, un contrato, un correo electrónico, etc.): - Si quedo registrado por un movimiento de cuenta nequiIndique quién fue la persona que sufrió el perjuicio económico con el hecho denunciado: - En este caso fui yo como persona titular Describa de manera detallada la forma en que el presunto estafador u otra persona se vio o vieron beneficiados por la estafa: - El estafador goza de su mitomana indicando servicios y venta de productos pero resulta que por la pagina web es contactado y a todas sus vctimas engana con sus mentiras esto es robo estafa¿A través de qué medio tuvo el último contacto?: PÁGINA DE INTERNET - ¿Cuál es el monto de la estafa?: - 40000Además del bien o dinero que fue entregado a causa de la estafa, indique el perjuicio sufrido: - Violencia sicologica el sujeto empieza a insultarme y decirme cosas denigrantes ¿Sabe si otras personas han sido estafadas por esta misma persona?: NO - INFORMACIÓN ADICIONAL DEL CASO: detalle medio de contacto: null observaciones de conducta: null",,2025-07-18 05:30:00,"Antioquia, MEDELLÍN - CL 44 CL 44 94 164",DENUNCIANTE,MARIO ALEJANDRO LONDOÑO RAMIREZ,'1035919177',05001 Calle 50 41-99,sochi2009@hotmail.com,BIENES MUEBLES,COMPRA,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES WHATSAPP,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
